abstract_sku,old_sku,concrete_sku,name.de_DE,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.de_DE,is_searchable.de_DE,icecat_license,bundled,is_quantity_splittable
173,26973306,173_26973306,Samsung Galaxy Tab A SM-T550N,,,,,,,,"Fesselndes Klangerlebnis Eine Soundbar mit mehreren Lautsprechern und Dolby Atmos® Cinematic Moving Audio sorgen für fesselnden Sound, der von allen Seiten zu kommen scheint. In Verbindung mit dem brillanten Full HD-Display ist das TAB 2 A10-70 das perfekte Tablet für Gaming und Multimedia. Für hohe Rechenleistung und flüssige Darstellung ist das TAB 2 A10-70 mit einem schnellen 64-Bit-Quad-Core-Prozessor ausgestattet. Der 7.000-mAh-Akku ermöglicht bis zu 10 Stunden unterbrechungsfreien Betrieb. Nutze dein Tablet einen ganzen Tag lang ohne aufzuladen. Das handliche TAB 2 A10-70 ist nicht einmal 9 mm dick. Wähle aus zwei verschiedenen Farben – Pearl White und Midnight Blue – das Modell, das am besten zu deinem Lebensstil passt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
174,27253016,174_27253016,Samsung Galaxy Tab A SM-T550N,,,,,,,,"Fesselndes Klangerlebnis Eine Soundbar mit mehreren Lautsprechern und Dolby Atmos® Cinematic Moving Audio sorgen für fesselnden Sound, der von allen Seiten zu kommen scheint. In Verbindung mit dem brillanten Full HD-Display ist das TAB 2 A10-70 das perfekte Tablet für Gaming und Multimedia. Für hohe Rechenleistung und flüssige Darstellung ist das TAB 2 A10-70 mit einem schnellen 64-Bit-Quad-Core-Prozessor ausgestattet. Der 7.000-mAh-Akku ermöglicht bis zu 10 Stunden unterbrechungsfreien Betrieb. Nutze dein Tablet einen ganzen Tag lang ohne aufzuladen. Das handliche TAB 2 A10-70 ist nicht einmal 9 mm dick. Wähle aus zwei verschiedenen Farben – Pearl White und Midnight Blue – das Modell, das am besten zu deinem Lebensstil passt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
175,26564922,175_26564922,Samsung Galaxy Tab A SM-T550N 16 GB,internal_storage_capacity,16 GB,,,,,//icecat.de/en/p/samsung/sm-t550nzka/tablets-SM-T550N-26564922.html,"Schlankes und modernes Design Das 7,5 mm schlanke Gehäuse verleiht dem Samsung Galaxy Tab A (9.7, Wi-Fi) seine leichte Grazilität, die erkennen lässt wie bequem und griffig es in der Hand gehalten werden kann. Auch das Verstauen fällt dadurch leicht und Sie können es überall hin mitnehmen. Zudem überzeugt das Samsung Galaxy Tab A (9.7, Wi-Fi) mit seiner eleganten Form, den abgerundeten Kanten und den metallisch schimmernden Oberflächen. Dieses Design kombiniert für Ihren mobilen Alltag flexible Portabilität mit einer dem Auge schmeichelnden Optik. Gleich zwei integrierte Kameras sorgen beim Samsung Galaxy Tab A (9.7, Wi-Fi) dafür, dass Sie Ihre Erinnerungen als Foto oder Video festhalten können. Die 5 Megapixel-Hauptkamera hat einen Autofokus, der für knackig scharfe Aufnahmen sorgt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
175,26935356,175_26935356,Samsung Galaxy Tab A SM-T550N 32 GB,internal_storage_capacity,32 GB,,,,,//icecat.de/en/p/samsung/sm-t550nzkaphn/tablets-SM-T550N-26935356.html,"Schlankes und modernes Design Das 7,5 mm schlanke Gehäuse verleiht dem Samsung Galaxy Tab A (9.7, Wi-Fi) seine leichte Grazilität, die erkennen lässt wie bequem und griffig es in der Hand gehalten werden kann. Auch das Verstauen fällt dadurch leicht und Sie können es überall hin mitnehmen. Zudem überzeugt das Samsung Galaxy Tab A (9.7, Wi-Fi) mit seiner eleganten Form, den abgerundeten Kanten und den metallisch schimmernden Oberflächen. Dieses Design kombiniert für Ihren mobilen Alltag flexible Portabilität mit einer dem Auge schmeichelnden Optik. Gleich zwei integrierte Kameras sorgen beim Samsung Galaxy Tab A (9.7, Wi-Fi) dafür, dass Sie Ihre Erinnerungen als Foto oder Video festhalten können. Die 5 Megapixel-Hauptkamera hat einen Autofokus, der für knackig scharfe Aufnahmen sorgt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
176,29209306,176_29209306,Samsung Galaxy Tab E SM-T560 8 GB,internal_storage_capacity,8 GB,,,,,//icecat.de/en/p/samsung/sm-t560nzkabtu/tablets-SM-T560-29209306.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
176,29381409,176_29381409,Samsung Galaxy Tab E SM-T560 16 GB,internal_storage_capacity,16 GB,,,,,//icecat.de/en/p/samsung/sm-t560nzkaphn/tablets-SM-T560-29381409.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
176,29536449,176_29536449,Samsung Galaxy Tab E SM-T560 32 GB,internal_storage_capacity,32 GB,,,,,//icecat.de/en/p/samsung/sm-t560nzka/tablets-SM-T560-29536449.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
177,24867659,177_24867659,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,8 GB,,,,,//icecat.de/en/p/samsung/sm-t365nngabtu/tablets-8.0-24867659.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
177,24422865,177_24422865,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,16 GB,,,,,//icecat.de/en/p/samsung/sm-t365nnga/tablets-8806086421799-Samsung-Galaxy-Tab-Active-8-0-16GB-3G-4G-Titanium-24422865.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
177,25913296,177_25913296,Samsung Galaxy Tab Active 8.0,internal_storage_capacity,32 GB,,,,,//icecat.de/en/p/samsung/sm-t365nngaxez/tablets-8806086550444-Samsung-Galaxy-Tab-Active-SM-T365-16GB-3G-4G-Titanium-25913296.html,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
178,29658415,178_29658415,Samsung Galaxy Tab S2 SM-T715,,,,,,,,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
179,29658416,179_29658416,Samsung Galaxy Tab S2 SM-T715,,,,,,,,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
180,32127058,180_32127058,Samsung Galaxy Tab S2 SM-T813,,,,,,,,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
181,31995510,181_31995510,Samsung Galaxy Tab S2 SM-T813,,,,,,,,"Powerful Performance Beim Samsung Galaxy Tab A (9.7, Wi-Fi) sorgt ein 1,2 GHz Quad-Core-Prozessor, der 1,5 GB Arbeitsspeicher und die aktuellste Android™-Plattform 5.0 zusammen mit einer vereinfachten Nutzeroberfläche und dem neuen Displayformat für seine hohe Leistungsfähigkeit. Genießen Sie den direkten Zugang zu vielfältigen Multimedia-Inhalten wie Filme, Musik und Internet in atemberaubender Geschwindigkeit. Das Display des Samsung Galaxy Tab A (9.7, Wi-Fi) hat ein Seitenverhältnis von 4:3 und dadurch gegenüber einem Display im Format 16:10 bei gleicher Breite eine größere Anzeigefläche. Den Vorteil bemerken Sie, wenn Sie gerne lesen. Auf Webseiten wird mehr angezeigt und Sie müssen weniger scrollen. Bei E-Books fallen formatbedingte Leerflächen weg und werden stattdessen für eine angenehm vergrößerte Darstellung verwendet. Auch beim Lesen und Verfassen von E-Mails und Chats haben Sie einfach mehr Text im Blick, auch dann wenn die Tastatur eingeblendet ist.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
182,30345097,182_30345097,Samsung Galaxy View SM-T670,,,,,,,,"Ihre Streaming-Videothek Per WLAN Verbindung erhalten Sie Zugang zu einer riesigen Auswahl an Streaming-Inhalten. Wählen Sie aus zahlreichen Anbietern wie z.B. Netflix oder Maxdome aus und nutzen Sie YouTube™ sowie die Mediatheken vieler TV-Sender. Mit dem Galaxy View bleiben Sie über die Family Square-App auch mit Ihrer Familie und Ihren Freunden in Kontakt. Teilen Sie im Handumdrehen Fotos, Videos oder handschriftliche Notizen. Zusammen mit dem integrierten Standfuß des Samsung Galaxy View haben Sie die Möglichkeit zwei unterschiedliche Betrachtungswinkel einzustellen. Nutzen Sie die aufrechte Position, wenn Sie vor dem Display sitzen und einen Film anschauen wollen. Die flache Position eignet sich sowohl zur Bedienung beim Surfen oder bei den Office-Anwendungen, als auch wenn Sie darauf hinabblicken, z.B. wenn das Tablet auf der Küchenarbeitsplatte liegt und sie Sie ein Kochvideo nachzaubern.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
183,21811723,183_21811723,Sony Xperia SGP512E1,,,,,,,,"Ihre Streaming-Videothek Per WLAN Verbindung erhalten Sie Zugang zu einer riesigen Auswahl an Streaming-Inhalten. Wählen Sie aus zahlreichen Anbietern wie z.B. Netflix oder Maxdome aus und nutzen Sie YouTube™ sowie die Mediatheken vieler TV-Sender. Mit dem Galaxy View bleiben Sie über die Family Square-App auch mit Ihrer Familie und Ihren Freunden in Kontakt. Teilen Sie im Handumdrehen Fotos, Videos oder handschriftliche Notizen. Zusammen mit dem integrierten Standfuß des Samsung Galaxy View haben Sie die Möglichkeit zwei unterschiedliche Betrachtungswinkel einzustellen. Nutzen Sie die aufrechte Position, wenn Sie vor dem Display sitzen und einen Film anschauen wollen. Die flache Position eignet sich sowohl zur Bedienung beim Surfen oder bei den Office-Anwendungen, als auch wenn Sie darauf hinabblicken, z.B. wenn das Tablet auf der Küchenarbeitsplatte liegt und sie Sie ein Kochvideo nachzaubern.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
184,17365820,184_17365820,Canon LEGRIA HF G25,internal_storage_capacity,8 GB,,,,,//icecat.de/en/p/canon/8063b004/camcorders-HF+G25-17365820.html,"Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
184,17494387,184_17494387,Canon LEGRIA HF G25,internal_storage_capacity,16 GB,,,,,//icecat.de/en/p/canon/8063b011/camcorders-HF+G25-17494387.html,"Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
184,17560323,184_17560323,Canon LEGRIA HF G25,internal_storage_capacity,32 GB,,,,,//icecat.de/en/p/canon/8063b012/camcorders-HF+G25-17560323.html,"Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
185,25904533,185_25904533,Canon LEGRIA HF R606,,,,,,,,"Zoomobjektiv mit besonders großem Weitwinkel Die WG-5 GPS verfügt über ein 4-faches optisches Zoomobjektiv. Der Brennweitenbereich beginnt bereits bei 25 mm (entsprechend zum KB-Format) und bietet somit einen besonderen Aufnahmewinkel, der im Zusammenspiel mit einem der zahlreichen Kamerahalter tolle Per-spektiven ermöglicht. Mit der 100 mm Brennweite (entsprechend zum KB-Format) gelingen spannende Detailbilder. Der Nahaufnahmemodus ermöglicht faszinierende Fotos im Makrobereich. Mit einem Abstand von gerade mal 1 cm gelingen völlig neue Sichtweisen von Pflanzen, Insekten und vielen anderen kleinen Motiven. Ein im Lieferumfang enthaltener Makroring sorgt für die präzise Einhaltung des Aufnahmeabstands von 1 cm.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
